Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types,Country,Intersection Directions (French),Access Days Time (French),BD Blends (French),Groups With Access Code (French),Hydrogen Is Retail,Access Code,Access Detail Code,Federal Agency Code,Facility Type,CNG Dispenser Num,CNG On-Site Renewable Source,CNG Total Compression Capacity,CNG Storage Capacity,LNG On-Site Renewable Source,E85 Other Ethanol Blends,EV Pricing,EV Pricing (French),LPG Nozzle Types,Hydrogen Pressures,Hydrogen Standards,CNG Fill Type Code,CNG PSI,CNG Vehicle Class,LNG Vehicle Class,EV On-Site Renewable Source,Restricted Access,RD Blends,RD Blends (French),RD Blended with Biodiesel,RD Maximum Biodiesel Level,NPS Unit Name,CNG Station Sells Renewable Natural Gas,LNG Station Sells Renewable Natural Gas,Maximum Vehicle Class,EV Workplace Charging,EV Total Port Count (Beta),EV CHAdeMO Port Count (Beta),EV J1772 Port Count (Beta),EV CCS Port Count (Beta),EV NEMA 14-50 Port Count (Beta),EV NEMA 515 Port Count (Beta),EV NEMA 520 Port Count (Beta),EV Tesla Port Count (Beta),EV CCS 150+ kW Port Count (Beta)
ELEC,Walmart 1769  DuBois,20 industrial Drive,,DuBois,PA,15801,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com/,GPS,41.12688,-78.73875,2023-10-20,121741,2023-10-20 01:06:13 UTC,,,,2019-04-26,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,4,1,0,4,0,0,0,0,4
ELEC,Sheetz 213 Bloomsburg PA,2511 New Berwick Hwy,,Bloomsburg,PA,17815,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com/,GPS,41.01228,-76.4116,2023-10-20,121744,2023-10-20 01:06:13 UTC,,,,2018-10-18,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,4,1,0,4,0,0,0,0,4
ELEC,Walmart 2617 Winnemucca,3010 Potato Rd,,Winnemucca,NV,89445,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com/,GPS,40.95467,-117.74686,2023-10-20,121745,2023-10-20 01:06:21 UTC,,,,2019-01-01,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,4,1,0,4,0,0,0,0,4
ELEC,"Walmart 2402 - Elko, NV",2944 Mountian City Highway,,Elko,NV,89801,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com/,GPS,40.8401,-115.79092,2023-10-20,121746,2023-10-20 01:06:34 UTC,,,,2019-01-01,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,4,1,0,4,0,0,0,0,4
ELEC,"Walmart 5471 - Mansfield, OH",2485 Possum Run Rd,,Mansfield,OH,44903,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com/,GPS,40.69089,-82.50931,2023-10-20,121751,2023-10-20 01:06:47 UTC,,,,2019-04-26,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,4,1,0,4,0,0,0,0,4
ELEC,"Sheetz 191 (Carlisle, PA)",1098 Harrisburg Pike,,Carlisle,PA,17013,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com/,GPS,40.2218,-77.16318,2023-10-20,121756,2023-10-20 01:07:27 UTC,,,,2019-04-26,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,4,1,0,4,0,0,0,0,4
ELEC,"Walmart 4068 - Spanish Fork, UT",1206 N. Canyon Creek Pkwy,,Spanish Fork,UT,84660,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com/,GPS,40.12414,-111.64027,2023-10-20,121757,2023-10-20 01:07:02 UTC,,,,2019-04-26,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,4,1,0,4,0,0,0,0,4
ELEC,Simon King of Prussia Mall,"160 N. Gulph Road, Suite 2700",,King of Prussia,PA,19406,,833-632-2778,E,,Public,24 hours daily,,,,,,,6,,Electrify America,https://www.electrifyamerica.com/,GPS,40.08553,-75.38868,2023-10-20,121758,2023-10-20 01:06:44 UTC,,,,2019-04-26,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,6,1,0,6,0,0,0,0,6
ELEC,Walmart 3262 Cambridge,61205 Southgate Rd,,Cambridge,OH,43725,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com/,GPS,39.98872,-81.57502,2023-10-20,121759,2023-10-20 01:06:24 UTC,,,,2019-04-26,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,4,1,0,4,0,0,0,0,4
ELEC,Walmart 5443 Indianapolis,4650 South Emerson Avenue,,Indianapolis,IN,46203,,833-632-2778,E,,Public,24 hours daily,,,,,,,8,,Electrify America,https://www.electrifyamerica.com/,GPS,39.7002,-86.08414,2023-10-20,121762,2023-10-20 01:07:31 UTC,,,,2019-04-26,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,8,1,0,8,0,0,0,0,8
ELEC,"Sam's Club 8272 (Fountain, CO)",4385 Venetucci Blvd.,,Fountain,CO,80906,,833-632-2778,E,,Public,24 hours daily,,,,,,,6,,Electrify America,https://www.electrifyamerica.com/,GPS,38.76909,-104.78309,2023-10-20,121777,2023-10-20 01:07:14 UTC,,,,2019-01-01,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,6,1,0,6,0,0,0,0,5
ELEC,"Walmart 1476 (Clarksville, IN)",1351 Veterans Pkwy,,Clarksville,IN,47129,,833-632-2778,E,,Public,24 hours daily,,,,,,,6,,Electrify America,https://www.electrifyamerica.com/,GPS,38.33054,-85.75879,2023-10-20,121783,2023-10-20 01:06:35 UTC,,,,2019-04-26,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,6,1,0,6,0,0,0,0,6
ELEC,Walmart 571 Georgetown,112 Osborne Way,,Georgetown,KY,40324,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com/,GPS,38.23025,-84.53689,2023-10-20,121785,2023-10-20 01:06:40 UTC,,,,2019-04-26,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,4,1,0,4,0,0,0,0,4
ELEC,San Francisco Premium Outlets,2774 Livermore Outlets Dr.,,Livermore,CA,94551,,833-632-2778,E,,Public,24 hours daily,,,,,,,10,,Electrify America,https://www.electrifyamerica.com/,GPS,37.70005,-121.84093,2023-10-20,121788,2023-10-20 01:07:33 UTC,,,,2018-10-03,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,10,1,0,10,0,0,0,0,10
ELEC,"Walmart 962 - Trinidad, CO",2921 Toupal Drive,,Trinidad,CO,81082,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com/,GPS,37.13771,-104.52232,2023-10-20,121792,2023-10-20 01:06:46 UTC,,,,2019-04-26,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,4,1,0,4,0,0,0,0,4
ELEC,"Walmart 5260 - Rogers, AR",4280 S Pleasant Crossing Blvd.,,Rogers,AR,72758,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com/,GPS,36.28078,-94.15126,2023-10-20,121802,2023-10-20 01:06:23 UTC,,,,2019-04-26,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,4,1,0,4,0,0,0,0,4
ELEC,Las Vegas South Premium Outlets,7400 Las Vegas Blvd S,,Las Vegas,NV,89123,,833-632-2778,E,,Public,24 hours daily,,,,,,,6,,Electrify America,https://www.electrifyamerica.com/,GPS,36.05657,-115.16854,2023-10-20,121805,2023-10-20 01:07:51 UTC,,,,2019-04-26,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,6,1,0,6,0,0,0,0,6
ELEC,Pleasant Valley Promenade,6204 Glenwood Ave,,Raleigh,NC,27612,,833-632-2778,E,,Public,24 hours daily,,,,,,,6,,Electrify America,https://www.electrifyamerica.com/,GPS,35.85731,-78.70359,2023-10-20,121809,2023-10-20 01:07:01 UTC,,,,2019-04-26,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,6,1,0,6,0,0,0,0,6
ELEC,"Walmart 335 - Jackson, TN",2196 Emporium Drive,,Jackson,TN,38305,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com/,GPS,35.66807,-88.85308,2023-10-20,121811,2023-10-20 01:07:15 UTC,,,,2019-04-26,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,4,1,0,4,0,0,0,0,4
ELEC,Commons at Wolf Creek,2755 North Germantown Parkway,,Memphis,TN,38133,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com/,GPS,35.20177,-89.79382,2023-10-20,121816,2023-10-20 01:06:49 UTC,,,,2018-07-20,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,4,1,0,4,0,0,0,0,4
ELEC,Walmart 3835 Ooltewah,5588 Little Debbie Parkway,,Ooltewah,TN,37363,,833-632-2778,E,,Public,24 hours daily,,,,,,,8,,Electrify America,https://www.electrifyamerica.com/,GPS,35.0825,-85.06368,2023-10-20,121818,2023-10-20 01:07:39 UTC,,,,2018-08-23,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,8,1,0,8,0,0,0,0,8
ELEC,Walmart 91 Forrest City,205 Deaderick Rd,,Forrest City,AR,72335,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com/,GPS,35.02918,-90.79463,2023-10-20,121819,2023-10-20 01:07:19 UTC,,,,2018-08-14,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,4,1,0,4,0,0,0,0,4
ELEC,Walmart 124 Little Rock,8801 Baseline Road,,Little Rock,AR,72209,,833-632-2778,E,,Public,24 hours daily,,,,,,,8,,Electrify America,https://www.electrifyamerica.com/,GPS,34.66868,-92.37668,2023-10-20,121820,2023-10-20 01:06:52 UTC,,,,2019-04-26,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,8,1,0,8,0,0,0,0,8
ELEC,"Walmart 129 - Ardmore, OK",1715 N. Commerce,,Ardmore,OK,73401,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com/,GPS,34.19332,-97.14552,2023-10-20,121822,2023-10-20 01:06:11 UTC,,,,2019-04-26,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,4,1,0,4,0,0,0,0,4
ELEC,Barrett Place,860 Cobb Place Boulevard NW,,Kennesaw,GA,30144,,833-632-2778,E,,Public,24 hours daily,,,,,,,10,,Electrify America,https://www.electrifyamerica.com/,GPS,34.011,-84.57233,2023-10-20,121825,2023-10-20 01:06:57 UTC,,,,2018-08-02,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,10,1,0,10,0,0,0,0,7
ELEC,Walmart 1065 Hope,2400 N Hervey St.,,Hope,AR,71801,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com/,GPS,33.68172,-93.61562,2023-10-20,121827,2023-10-20 01:06:31 UTC,,,,2018-07-17,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,4,1,0,4,0,0,0,0,4
ELEC,Walmart 4627 Denton,2750 W. University,,Denton,TX,76201,,833-632-2778,E,,Public,24 hours daily,,,,,,,6,,Electrify America,https://www.electrifyamerica.com/,GPS,33.23157,-97.16808,2023-10-20,121829,2023-10-20 01:07:49 UTC,,,,2019-04-26,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,6,1,0,6,0,0,0,0,6
ELEC,Jefferson Park,602 S. Jefferson Ave.,,Mt. Pleasant,TX,75455,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com/,GPS,33.15124,-94.96941,2023-10-20,121830,2023-10-20 01:07:05 UTC,,,,2019-04-26,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,4,1,0,4,0,0,0,0,4
ELEC,"Walmart 5166 - Deming, NM",1021 E. Pine St,,Deming,NM,88030,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com/,GPS,32.26955,-107.74673,2023-10-20,121835,2023-10-20 01:06:15 UTC,,,,2019-04-26,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,4,1,0,4,0,0,0,0,4
ELEC,Walmart 285 Huntsville,141 I-45 S,,Huntsville,TX,77340,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com/,GPS,30.71455,-95.56978,2023-10-20,121840,2023-10-20 01:07:24 UTC,,,,2019-04-26,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,4,1,0,4,0,0,0,0,4
ELEC,Round Rock Premium Outlets,4401 N. I-35,,Round Rock,TX,78664,,833-632-2778,E,,Public,24 hours daily,,,,,,,10,,Electrify America,https://www.electrifyamerica.com/,GPS,30.56638,-97.6916,2023-10-20,121841,2023-10-20 01:07:47 UTC,,,,2019-04-26,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,10,1,0,10,0,0,0,0,10
ELEC,Pensacola Square,6235 North Davis Highway,,Pensacola,FL,32504,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com/,GPS,30.48827,-87.2256,2023-10-20,121843,2023-10-20 01:06:37 UTC,,,,2019-04-26,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,4,1,0,4,0,0,0,0,4
ELEC,Walmart 402 Breaux Bridge,1932 Rees Street,,Breaux Bridge,LA,70517,,833-632-2778,E,,Public,24 hours daily,,,,,,,6,,Electrify America,https://www.electrifyamerica.com/,GPS,30.29301,-91.91221,2023-10-20,121845,2023-10-20 01:06:19 UTC,,,,2018-07-25,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,6,1,0,6,0,0,0,0,6
ELEC,Walmart 331 Sulphur,525 N Cities Service Hwy,,Sulphur,LA,70663,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com/,GPS,30.23358,-93.32685,2023-10-20,121847,2023-10-20 01:06:50 UTC,,,,2018-08-31,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,4,1,0,4,0,0,0,0,4
ELEC,"Walmart 1803 - San Antonio, TX",4331 Thousand Oaks Dr.,,San Antonio,TX,78217,,833-632-2778,E,,Public,24 hours daily,,,,,,,8,,Electrify America,https://www.electrifyamerica.com/,GPS,29.55241,-98.40876,2023-10-20,121852,2023-10-20 01:07:23 UTC,,,,2019-04-26,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,8,1,0,8,0,0,0,0,7
ELEC,Blue Heron Service Plaza,6164 CO RD 165,,Genoa,OH,43430,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com/,GPS,41.49108,-83.36674,2023-10-20,122240,2023-10-20 01:06:52 UTC,,,,2019-05-02,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,4,1,0,4,0,0,0,0,4
ELEC,"Walmart 1254 - Bellmead, TX",1521 N Interstate 35 Frontage Rd,,Bellmead,TX,76705,,833-632-2778,E,,Public,24 hours daily,,,,,,,6,,Electrify America,https://www.electrifyamerica.com/,GPS,31.60057,-97.10585,2023-10-20,122241,2023-10-20 01:07:20 UTC,,,,2019-05-02,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,6,1,0,6,0,0,0,0,6
ELEC,"Walmart 4235 - Terre Haute, IN",2399 State Rd 46,,Terre Haute,IN,47802,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com/,GPS,39.43795,-87.33582,2023-10-20,122626,2023-10-20 01:06:43 UTC,,,,2019-05-04,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,4,1,0,4,0,0,0,0,4
ELEC,Wyandot Service Plaza,6410 CO RD 165,,Genoa,OH,43430,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com/,GPS,41.48961,-83.37038,2023-10-20,122649,2023-10-20 01:07:46 UTC,,,,2019-05-07,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,4,1,0,4,0,0,0,0,4
ELEC,"Walmart 3423 - Santa Fe, NM",5701 Herrera Dr,,Santa Fe,NM,87507,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com/,GPS,35.61839,-106.03192,2023-10-20,122651,2023-10-20 01:06:54 UTC,,,,2019-05-07,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,4,1,0,4,0,0,0,0,4
ELEC,"Walmart 3381 - Sweetwater, TX",407 NE Georgia Ave,,Sweetwater,TX,79556,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com/,GPS,32.45294,-100.39383,2023-10-20,122652,2023-10-20 01:06:25 UTC,,,,2019-05-07,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,4,1,0,4,0,0,0,0,4
